,comp_id,v1,v2,winner,suuid,username,license
758,759,14,91,91,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
759,760,110,29,29,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
760,761,106,17,17,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
761,762,83,54,83,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
762,763,118,84,118,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
763,764,32,36,36,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
764,765,51,94,51,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
765,766,11,2,11,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
766,767,88,112,112,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
767,768,129,50,50,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
768,769,82,126,126,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
769,770,8,76,8,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
770,771,16,39,39,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
771,772,115,57,57,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
772,773,68,114,114,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
773,774,63,10,63,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
774,775,33,123,33,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
775,776,117,61,61,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
776,777,18,34,34,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
777,778,38,42,38,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
778,779,31,6,31,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
779,780,86,47,47,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
780,781,63,126,63,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
781,782,114,26,114,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
782,783,46,53,46,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
783,784,101,60,101,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
784,785,49,121,49,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
785,786,74,33,33,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
786,787,84,52,52,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
787,788,30,35,30,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
788,789,21,72,21,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
789,790,55,73,55,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
790,791,25,111,25,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
791,792,95,85,95,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
792,793,115,123,123,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
793,794,75,128,128,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
794,795,31,47,31,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
795,796,23,99,99,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
796,797,37,7,7,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
797,798,103,125,103,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
798,799,78,83,83,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
799,800,113,109,113,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
800,801,11,122,11,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
801,802,69,79,69,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
802,803,12,41,12,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
803,804,110,86,110,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
804,805,94,130,130,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
805,806,117,88,117,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
806,807,19,59,19,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
807,808,91,36,36,bec6d9a2-bde0-4a39-aa89-c3f98465c237,fintan,1
808,809,76,54,54,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
809,810,43,10,43,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
810,811,15,50,50,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
811,812,39,68,39,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
812,813,92,6,6,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
813,814,9,124,124,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
814,815,96,14,96,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
815,816,71,42,42,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
816,817,58,62,62,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
817,818,16,65,65,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
818,819,34,119,34,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
819,820,5,22,22,00fd09d8-cf45-4e61-8e0d-52b7669a3382,lukeuser6,1
820,821,57,118,57,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
821,822,32,61,32,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
822,823,98,105,105,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
823,824,20,70,20,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
824,825,2,104,104,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
825,826,18,3,3,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
826,827,116,100,100,0db1aea5-73cf-4b74-8392-9ac9cfd6f0d2,lukeuser7,1
827,828,87,89,87,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
828,829,17,120,17,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
829,830,81,27,27,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
830,831,77,66,77,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
831,832,108,38,38,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
832,833,28,93,28,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
833,834,102,129,129,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
834,835,40,8,40,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
835,836,127,82,127,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
836,837,80,90,80,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
837,838,51,45,51,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
838,839,13,106,13,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
839,840,29,44,29,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
840,841,112,56,56,6502e520-8d32-4f61-aa32-4dc292450fab,u5,0
841,842,97,24,24,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
842,843,48,107,107,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
843,844,4,67,4,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
844,845,64,104,104,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
845,846,69,111,111,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
846,847,19,48,19,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
847,848,89,75,75,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
848,849,102,113,113,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
849,850,125,116,116,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
850,851,124,42,42,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
851,852,114,108,114,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
852,853,13,91,91,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
853,854,27,107,27,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
854,855,18,37,37,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
855,856,128,15,128,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
856,857,30,45,30,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
857,858,59,47,47,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
858,859,94,12,94,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
859,860,20,63,63,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
860,861,86,76,76,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
861,862,83,72,83,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
862,863,121,10,121,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
863,864,77,100,100,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
864,865,96,49,49,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
865,866,93,65,65,33a00fd8-c548-4817-a135-f42e73dc44e4,lukepalmer,1
866,867,25,82,82,2ab62826-6266-44c3-93c3-267464118833,saya,0
867,868,126,129,126,2ab62826-6266-44c3-93c3-267464118833,saya,0
868,869,40,38,40,2ab62826-6266-44c3-93c3-267464118833,saya,0
869,870,39,97,97,2ab62826-6266-44c3-93c3-267464118833,saya,0
870,871,117,6,6,2ab62826-6266-44c3-93c3-267464118833,saya,0
871,872,130,61,130,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
872,873,122,62,62,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
873,874,71,8,71,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
874,875,9,85,9,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
875,876,68,98,98,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
876,877,53,31,31,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
877,878,36,3,36,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
878,879,22,88,22,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
879,880,95,24,95,591bb7c5-bf5d-44bf-921f-fe20d0abf352,user7,1
